Generation: 1 | Drone: 64 | Score: 58.0 | Explored Cells: 27 of 900 total cells
Generation: 2 | Drone: 3 | Score: 81.11111111111111 | Explored Cells: 55 of 900 total cells
Generation: 3 | Drone: 41 | Score: 81.66666666666667 | Explored Cells: 60 of 900 total cells
Generation: 4 | Drone: 65 | Score: 60.0 | Explored Cells: 45 of 900 total cells
Generation: 5 | Drone: 99 | Score: 77.77777777777777 | Explored Cells: 25 of 900 total cells
Generation: 6 | Drone: 19 | Score: 78.66666666666667 | Explored Cells: 33 of 900 total cells
Generation: 7 | Drone: 55 | Score: 80.44444444444444 | Explored Cells: 49 of 900 total cells
Generation: 8 | Drone: 61 | Score: 86.0 | Explored Cells: 99 of 900 total cells
Generation: 9 | Drone: 69 | Score: 106.22222222222223 | Explored Cells: 56 of 900 total cells
Generation: 10 | Drone: 50 | Score: 79.55555555555556 | Explored Cells: 41 of 900 total cells
Generation: 11 | Drone: 82 | Score: 84.11111111111111 | Explored Cells: 82 of 900 total cells
Generation: 12 | Drone: 90 | Score: 86.55555555555556 | Explored Cells: 104 of 900 total cells
Generation: 13 | Drone: 0 | Score: 86.22222222222223 | Explored Cells: 101 of 900 total cells
Generation: 14 | Drone: 11 | Score: 107.22222222222223 | Explored Cells: 65 of 900 total cells
Generation: 15 | Drone: 55 | Score: 108.88888888888889 | Explored Cells: 80 of 900 total cells
Generation: 16 | Drone: 87 | Score: 90.0 | Explored Cells: 135 of 900 total cells
Generation: 17 | Drone: 90 | Score: 116.44444444444444 | Explored Cells: 148 of 900 total cells
Generation: 18 | Drone: 1 | Score: 89.77777777777777 | Explored Cells: 133 of 900 total cells
Generation: 19 | Drone: 90 | Score: 116.33333333333333 | Explored Cells: 147 of 900 total cells
Generation: 20 | Drone: 0 | Score: 117.55555555555556 | Explored Cells: 158 of 900 total cells
Generation: 21 | Drone: 27 | Score: 117.77777777777777 | Explored Cells: 160 of 900 total cells
Generation: 22 | Drone: 33 | Score: 116.0 | Explored Cells: 144 of 900 total cells
Generation: 23 | Drone: 19 | Score: 93.66666666666667 | Explored Cells: 168 of 900 total cells
Generation: 24 | Drone: 46 | Score: 117.88888888888889 | Explored Cells: 161 of 900 total cells
Generation: 25 | Drone: 83 | Score: 116.77777777777777 | Explored Cells: 151 of 900 total cells
Generation: 26 | Drone: 87 | Score: 92.55555555555556 | Explored Cells: 158 of 900 total cells
Generation: 27 | Drone: 49 | Score: 118.0 | Explored Cells: 162 of 900 total cells
Generation: 28 | Drone: 17 | Score: 118.66666666666667 | Explored Cells: 168 of 900 total cells
Generation: 29 | Drone: 4 | Score: 93.88888888888889 | Explored Cells: 170 of 900 total cells
Generation: 30 | Drone: 0 | Score: 119.55555555555556 | Explored Cells: 176 of 900 total cells
Generation: 31 | Drone: 52 | Score: 118.33333333333333 | Explored Cells: 165 of 900 total cells
Generation: 32 | Drone: 29 | Score: 119.55555555555556 | Explored Cells: 176 of 900 total cells
Generation: 33 | Drone: 62 | Score: 115.77777777777777 | Explored Cells: 142 of 900 total cells
Generation: 34 | Drone: 46 | Score: 120.33333333333333 | Explored Cells: 183 of 900 total cells
Generation: 35 | Drone: 51 | Score: 118.33333333333333 | Explored Cells: 165 of 900 total cells
Generation: 36 | Drone: 84 | Score: 118.22222222222223 | Explored Cells: 164 of 900 total cells
Generation: 37 | Drone: 15 | Score: 118.44444444444444 | Explored Cells: 166 of 900 total cells
Generation: 38 | Drone: 25 | Score: 116.77777777777777 | Explored Cells: 151 of 900 total cells
Generation: 39 | Drone: 78 | Score: 120.33333333333333 | Explored Cells: 183 of 900 total cells
Generation: 40 | Drone: 3 | Score: 119.33333333333333 | Explored Cells: 174 of 900 total cells
Generation: 41 | Drone: 2 | Score: 119.55555555555556 | Explored Cells: 176 of 900 total cells
Generation: 42 | Drone: 0 | Score: 118.55555555555556 | Explored Cells: 167 of 900 total cells
Generation: 43 | Drone: 0 | Score: 119.77777777777777 | Explored Cells: 178 of 900 total cells
Generation: 44 | Drone: 48 | Score: 117.88888888888889 | Explored Cells: 161 of 900 total cells
Generation: 45 | Drone: 32 | Score: 120.77777777777777 | Explored Cells: 187 of 900 total cells
Generation: 46 | Drone: 0 | Score: 118.55555555555556 | Explored Cells: 167 of 900 total cells
Generation: 47 | Drone: 95 | Score: 119.88888888888889 | Explored Cells: 179 of 900 total cells
Generation: 48 | Drone: 44 | Score: 121.55555555555556 | Explored Cells: 194 of 900 total cells
Generation: 49 | Drone: 88 | Score: 120.88888888888889 | Explored Cells: 188 of 900 total cells
Generation: 50 | Drone: 1 | Score: 120.22222222222223 | Explored Cells: 182 of 900 total cells
Generation: 51 | Drone: 37 | Score: 121.44444444444444 | Explored Cells: 193 of 900 total cells
Generation: 52 | Drone: 2 | Score: 120.0 | Explored Cells: 180 of 900 total cells
Generation: 53 | Drone: 70 | Score: 120.44444444444444 | Explored Cells: 184 of 900 total cells
Generation: 54 | Drone: 90 | Score: 118.0 | Explored Cells: 162 of 900 total cells
Generation: 55 | Drone: 2 | Score: 119.88888888888889 | Explored Cells: 179 of 900 total cells
Generation: 56 | Drone: 74 | Score: 120.44444444444444 | Explored Cells: 184 of 900 total cells
Generation: 57 | Drone: 80 | Score: 120.66666666666667 | Explored Cells: 186 of 900 total cells
Generation: 58 | Drone: 5 | Score: 120.11111111111111 | Explored Cells: 181 of 900 total cells
Generation: 59 | Drone: 93 | Score: 120.22222222222223 | Explored Cells: 182 of 900 total cells
Generation: 60 | Drone: 51 | Score: 120.33333333333333 | Explored Cells: 183 of 900 total cells
Generation: 61 | Drone: 77 | Score: 121.55555555555556 | Explored Cells: 194 of 900 total cells
Generation: 62 | Drone: 24 | Score: 119.44444444444444 | Explored Cells: 175 of 900 total cells
Generation: 63 | Drone: 2 | Score: 120.0 | Explored Cells: 180 of 900 total cells
Generation: 64 | Drone: 70 | Score: 120.33333333333333 | Explored Cells: 183 of 900 total cells
Generation: 65 | Drone: 97 | Score: 120.22222222222223 | Explored Cells: 182 of 900 total cells
Generation: 66 | Drone: 29 | Score: 122.44444444444444 | Explored Cells: 202 of 900 total cells
