Generation: 1 | Drone: 94 | Score: 211.0 | Explored Cells: 61 of 8064 total cells
Generation: 2 | Drone: 26 | Score: 198.0 | Explored Cells: 98 of 8064 total cells
Generation: 3 | Drone: 73 | Score: 438.0 | Explored Cells: 188 of 8064 total cells
Generation: 4 | Drone: 21 | Score: 200.0 | Explored Cells: 50 of 8064 total cells
Generation: 5 | Drone: 4 | Score: 214.0 | Explored Cells: 64 of 8064 total cells
Generation: 6 | Drone: 92 | Score: 335.0 | Explored Cells: 85 of 8064 total cells
Generation: 7 | Drone: 46 | Score: 515.0 | Explored Cells: 215 of 8064 total cells
Generation: 8 | Drone: 21 | Score: 425.0 | Explored Cells: 225 of 8064 total cells
Generation: 9 | Drone: 18 | Score: 64.0 | Explored Cells: 14 of 8064 total cells
Generation: 10 | Drone: 96 | Score: 199.0 | Explored Cells: 99 of 8064 total cells
Generation: 11 | Drone: 81 | Score: 234.0 | Explored Cells: 134 of 8064 total cells
Generation: 12 | Drone: 8 | Score: 197.0 | Explored Cells: 97 of 8064 total cells
Generation: 13 | Drone: 75 | Score: 62.0 | Explored Cells: 12 of 8064 total cells
Generation: 14 | Drone: 49 | Score: 289.0 | Explored Cells: 189 of 8064 total cells
Generation: 15 | Drone: 7 | Score: 333.0 | Explored Cells: 183 of 8064 total cells
Generation: 16 | Drone: 63 | Score: 400.0 | Explored Cells: 250 of 8064 total cells
Generation: 17 | Drone: 40 | Score: 455.0 | Explored Cells: 255 of 8064 total cells
Generation: 18 | Drone: 85 | Score: 335.0 | Explored Cells: 85 of 8064 total cells
Generation: 19 | Drone: 45 | Score: 299.0 | Explored Cells: 149 of 8064 total cells
Generation: 20 | Drone: 51 | Score: 212.0 | Explored Cells: 62 of 8064 total cells
Generation: 21 | Drone: 82 | Score: 407.0 | Explored Cells: 207 of 8064 total cells
Generation: 22 | Drone: 55 | Score: 376.0 | Explored Cells: 176 of 8064 total cells
Generation: 23 | Drone: 75 | Score: 213.0 | Explored Cells: 63 of 8064 total cells
Generation: 24 | Drone: 44 | Score: 365.0 | Explored Cells: 115 of 8064 total cells
Generation: 25 | Drone: 98 | Score: 433.0 | Explored Cells: 83 of 8064 total cells
Generation: 26 | Drone: 48 | Score: 267.0 | Explored Cells: 167 of 8064 total cells
Generation: 27 | Drone: 21 | Score: 376.0 | Explored Cells: 176 of 8064 total cells
Generation: 28 | Drone: 85 | Score: 569.0 | Explored Cells: 269 of 8064 total cells
Generation: 29 | Drone: 47 | Score: 561.0 | Explored Cells: 261 of 8064 total cells
Generation: 30 | Drone: 78 | Score: 437.0 | Explored Cells: 87 of 8064 total cells
