Generation: 1 | Drone: 68 | Score: 184.0 | Explored Cells: 84 of 8064 total cells
Generation: 2 | Drone: 84 | Score: 182.0 | Explored Cells: 82 of 8064 total cells
Generation: 3 | Drone: 2 | Score: 328.0 | Explored Cells: 178 of 8064 total cells
Generation: 4 | Drone: 33 | Score: 538.0 | Explored Cells: 188 of 8064 total cells
Generation: 5 | Drone: 11 | Score: 411.0 | Explored Cells: 161 of 8064 total cells
Generation: 6 | Drone: 95 | Score: 523.0 | Explored Cells: 223 of 8064 total cells
Generation: 7 | Drone: 16 | Score: 616.0 | Explored Cells: 216 of 8064 total cells
Generation: 8 | Drone: 14 | Score: 722.0 | Explored Cells: 322 of 8064 total cells
Generation: 9 | Drone: 0 | Score: 752.0 | Explored Cells: 352 of 8064 total cells
Generation: 10 | Drone: 19 | Score: 165.0 | Explored Cells: 15 of 8064 total cells
Generation: 11 | Drone: 49 | Score: 380.0 | Explored Cells: 130 of 8064 total cells
Generation: 12 | Drone: 1 | Score: 407.0 | Explored Cells: 207 of 8064 total cells
Generation: 13 | Drone: 42 | Score: 649.0 | Explored Cells: 349 of 8064 total cells
Generation: 14 | Drone: 26 | Score: 73.0 | Explored Cells: 23 of 8064 total cells
Generation: 15 | Drone: 55 | Score: 145.0 | Explored Cells: 45 of 8064 total cells
Generation: 16 | Drone: 50 | Score: 76.0 | Explored Cells: 26 of 8064 total cells
Generation: 17 | Drone: 60 | Score: 394.0 | Explored Cells: 144 of 8064 total cells
Generation: 18 | Drone: 86 | Score: 293.0 | Explored Cells: 43 of 8064 total cells
Generation: 19 | Drone: 32 | Score: 267.0 | Explored Cells: 167 of 8064 total cells
Generation: 20 | Drone: 43 | Score: 415.0 | Explored Cells: 215 of 8064 total cells
Generation: 21 | Drone: 0 | Score: 423.0 | Explored Cells: 223 of 8064 total cells
Generation: 22 | Drone: 88 | Score: 535.0 | Explored Cells: 235 of 8064 total cells
Generation: 23 | Drone: 35 | Score: 705.0 | Explored Cells: 305 of 8064 total cells
Generation: 24 | Drone: 87 | Score: 159.0 | Explored Cells: 59 of 8064 total cells
Generation: 25 | Drone: 0 | Score: 159.0 | Explored Cells: 59 of 8064 total cells
Generation: 26 | Drone: 40 | Score: 378.0 | Explored Cells: 128 of 8064 total cells
Generation: 27 | Drone: 34 | Score: 562.0 | Explored Cells: 262 of 8064 total cells
Generation: 28 | Drone: 31 | Score: 262.0 | Explored Cells: 162 of 8064 total cells
Generation: 29 | Drone: 22 | Score: 523.0 | Explored Cells: 223 of 8064 total cells
Generation: 30 | Drone: 62 | Score: 261.0 | Explored Cells: 111 of 8064 total cells
Generation: 31 | Drone: 33 | Score: 246.0 | Explored Cells: 146 of 8064 total cells
Generation: 32 | Drone: 66 | Score: 342.0 | Explored Cells: 92 of 8064 total cells
Generation: 33 | Drone: 56 | Score: 481.0 | Explored Cells: 281 of 8064 total cells
Generation: 34 | Drone: 54 | Score: 68.0 | Explored Cells: 18 of 8064 total cells
Generation: 35 | Drone: 67 | Score: 498.0 | Explored Cells: 148 of 8064 total cells
Generation: 36 | Drone: 82 | Score: 225.0 | Explored Cells: 75 of 8064 total cells
Generation: 37 | Drone: 53 | Score: 366.0 | Explored Cells: 116 of 8064 total cells
Generation: 38 | Drone: 79 | Score: 230.0 | Explored Cells: 80 of 8064 total cells
Generation: 39 | Drone: 34 | Score: 356.0 | Explored Cells: 156 of 8064 total cells
Generation: 40 | Drone: 37 | Score: 851.0 | Explored Cells: 351 of 8064 total cells
Generation: 41 | Drone: 49 | Score: 538.0 | Explored Cells: 238 of 8064 total cells
Generation: 42 | Drone: 23 | Score: 309.0 | Explored Cells: 159 of 8064 total cells
Generation: 43 | Drone: 86 | Score: 425.0 | Explored Cells: 225 of 8064 total cells
Generation: 44 | Drone: 54 | Score: 196.0 | Explored Cells: 96 of 8064 total cells
Generation: 45 | Drone: 19 | Score: 402.0 | Explored Cells: 202 of 8064 total cells
Generation: 46 | Drone: 28 | Score: 522.0 | Explored Cells: 222 of 8064 total cells
Generation: 47 | Drone: 76 | Score: 266.0 | Explored Cells: 116 of 8064 total cells
Generation: 48 | Drone: 91 | Score: 441.0 | Explored Cells: 141 of 8064 total cells
Generation: 49 | Drone: 28 | Score: 508.0 | Explored Cells: 158 of 8064 total cells
Generation: 50 | Drone: 36 | Score: 399.0 | Explored Cells: 199 of 8064 total cells
Generation: 51 | Drone: 40 | Score: 69.0 | Explored Cells: 19 of 8064 total cells
Generation: 52 | Drone: 21 | Score: 141.0 | Explored Cells: 91 of 8064 total cells
Generation: 53 | Drone: 79 | Score: 366.0 | Explored Cells: 166 of 8064 total cells
Generation: 54 | Drone: 43 | Score: 396.0 | Explored Cells: 146 of 8064 total cells
Generation: 55 | Drone: 61 | Score: 150.0 | Explored Cells: 50 of 8064 total cells
Generation: 56 | Drone: 87 | Score: 764.0 | Explored Cells: 364 of 8064 total cells
Generation: 57 | Drone: 99 | Score: 222.0 | Explored Cells: 72 of 8064 total cells
Generation: 58 | Drone: 28 | Score: 274.0 | Explored Cells: 74 of 8064 total cells
Generation: 59 | Drone: 70 | Score: 531.0 | Explored Cells: 181 of 8064 total cells
Generation: 60 | Drone: 56 | Score: 551.0 | Explored Cells: 251 of 8064 total cells
Generation: 61 | Drone: 40 | Score: 365.0 | Explored Cells: 115 of 8064 total cells
Generation: 62 | Drone: 12 | Score: 372.0 | Explored Cells: 172 of 8064 total cells
Generation: 63 | Drone: 81 | Score: 352.0 | Explored Cells: 102 of 8064 total cells
Generation: 64 | Drone: 47 | Score: 880.0 | Explored Cells: 380 of 8064 total cells
Generation: 65 | Drone: 70 | Score: 333.0 | Explored Cells: 83 of 8064 total cells
Generation: 66 | Drone: 9 | Score: 628.0 | Explored Cells: 278 of 8064 total cells
Generation: 67 | Drone: 54 | Score: 590.0 | Explored Cells: 290 of 8064 total cells
Generation: 68 | Drone: 86 | Score: 497.0 | Explored Cells: 147 of 8064 total cells
Generation: 69 | Drone: 74 | Score: 586.0 | Explored Cells: 286 of 8064 total cells
